NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,visibility_type,modifier_type,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,is_smelly
7.0,5.0,0.0,3,13.0,26.0,0.0,36,22.0,23.0,3,42,104,4.0,9.0,15.0,12.0,14.0,9,0,25.0,17,17.0,17.0,20.0,5,20.0,80,9,17.0,12.0,2.0,22,27,123,26.0,26.0,23.0,9.0,7.0,18.0,false
20.0,0.0,4.0,11,16.0,21.0,20.0,34,7.0,19.0,0,141,76,5.0,9.0,14.0,9.0,20.0,9,6,9.0,3,2.0,21.0,1.0,6,26.0,29,21,2.0,12.0,13.0,2,17,7,18.0,15.0,9.0,22.0,6.0,12.0,false
13.0,0.0,1.0,18,1.0,21.0,13.0,1,23.0,7.0,0,90,35,16.0,17.0,23.0,19.0,0.0,7,3,18.0,15,15.0,25.0,7.0,33,23.0,59,24,21.0,14.0,10.0,9,35,129,25.0,13.0,2.0,15.0,8.0,11.0,false
1.0,11.0,9.0,0,16.0,7.0,12.0,2,4.0,10.0,2,28,120,17.0,13.0,2.0,26.0,2.0,15,6,23.0,9,10.0,21.0,7.0,11,26.0,129,25,5.0,17.0,24.0,28,30,74,1.0,16.0,3.0,24.0,20.0,15.0,false
25.0,3.0,7.0,6,1.0,13.0,3.0,5,8.0,22.0,1,140,91,16.0,26.0,24.0,11.0,9.0,16,9,9.0,0,15.0,20.0,25.0,35,24.0,134,1,11.0,26.0,14.0,12,16,136,18.0,12.0,21.0,26.0,3.0,19.0,true
20.0,4.0,26.0,4,4.0,12.0,22.0,5,19.0,19.0,2,102,60,24.0,3.0,25.0,2.0,24.0,17,6,22.0,3,20.0,8.0,19.0,33,22.0,100,33,7.0,12.0,10.0,0,18,24,26.0,7.0,10.0,4.0,7.0,15.0,false
21.0,14.0,22.0,16,17.0,23.0,14.0,29,17.0,11.0,1,40,113,17.0,1.0,16.0,12.0,25.0,0,5,1.0,13,4.0,22.0,23.0,21,20.0,146,23,24.0,11.0,25.0,12,14,18,7.0,15.0,6.0,24.0,4.0,26.0,false
0.0,8.0,9.0,19,22.0,17.0,4.0,17,22.0,13.0,1,69,14,18.0,11.0,13.0,15.0,2.0,17,11,2.0,16,9.0,2.0,15.0,1,14.0,18,19,25.0,26.0,11.0,14,19,122,12.0,7.0,9.0,22.0,8.0,26.0,false
3.0,10.0,12.0,14,25.0,12.0,11.0,17,23.0,13.0,0,31,32,15.0,15.0,17.0,13.0,7.0,16,0,17.0,13,8.0,6.0,22.0,18,1.0,90,28,16.0,2.0,4.0,18,28,103,24.0,23.0,18.0,1.0,10.0,6.0,true
25.0,11.0,20.0,22,24.0,10.0,4.0,24,13.0,4.0,3,47,147,17.0,23.0,4.0,1.0,17.0,9,0,4.0,19,3.0,25.0,3.0,15,14.0,118,7,5.0,12.0,23.0,17,36,68,23.0,2.0,5.0,18.0,26.0,20.0,true
2.0,14.0,17.0,16,25.0,16.0,6.0,1,0.0,8.0,1,76,86,1.0,5.0,7.0,17.0,6.0,5,1,1.0,2,16.0,5.0,0.0,6,17.0,19,16,20.0,17.0,14.0,22,13,98,17.0,1.0,6.0,19.0,2.0,0.0,false
2.0,13.0,16.0,24,19.0,10.0,0.0,21,19.0,8.0,0,87,71,3.0,24.0,7.0,16.0,26.0,2,1,3.0,7,9.0,26.0,5.0,19,19.0,128,19,4.0,6.0,1.0,13,6,120,19.0,19.0,25.0,23.0,16.0,26.0,false
18.0,22.0,0.0,20,19.0,23.0,24.0,6,18.0,20.0,0,37,34,3.0,17.0,17.0,25.0,8.0,17,2,25.0,20,9.0,1.0,1.0,19,10.0,21,32,12.0,10.0,18.0,3,23,54,6.0,25.0,22.0,26.0,20.0,1.0,false
11.0,15.0,26.0,17,1.0,26.0,9.0,9,19.0,13.0,1,57,5,13.0,6.0,18.0,22.0,12.0,13,4,12.0,17,9.0,14.0,23.0,1,3.0,58,17,13.0,13.0,1.0,10,14,78,4.0,16.0,6.0,4.0,6.0,18.0,false
5.0,19.0,23.0,26,16.0,11.0,4.0,10,6.0,5.0,0,69,121,13.0,0.0,11.0,25.0,25.0,12,7,26.0,1,9.0,3.0,12.0,6,6.0,109,34,1.0,21.0,10.0,17,17,31,9.0,6.0,12.0,12.0,6.0,26.0,false
19.0,22.0,17.0,26,17.0,14.0,10.0,25,14.0,12.0,2,64,4,17.0,0.0,26.0,14.0,15.0,6,11,21.0,18,13.0,21.0,2.0,30,15.0,88,16,11.0,12.0,13.0,0,9,45,8.0,2.0,16.0,6.0,15.0,22.0,false
17.0,1.0,14.0,33,2.0,4.0,19.0,34,24.0,16.0,3,129,97,4.0,13.0,14.0,7.0,13.0,15,1,11.0,8,6.0,3.0,11.0,8,26.0,90,19,26.0,7.0,4.0,24,21,130,12.0,13.0,8.0,20.0,7.0,24.0,true
24.0,26.0,13.0,13,16.0,13.0,3.0,20,5.0,4.0,1,136,75,21.0,6.0,13.0,9.0,0.0,18,7,17.0,13,2.0,22.0,23.0,4,20.0,9,35,3.0,18.0,1.0,23,5,56,0.0,17.0,26.0,24.0,10.0,2.0,false
1.0,4.0,16.0,36,18.0,3.0,2.0,29,25.0,8.0,3,9,29,13.0,23.0,13.0,24.0,17.0,10,1,21.0,2,8.0,10.0,23.0,7,21.0,30,32,16.0,2.0,14.0,27,22,51,16.0,22.0,4.0,20.0,16.0,9.0,false
0.0,9.0,3.0,5,22.0,24.0,13.0,15,6.0,6.0,2,24,26,13.0,13.0,7.0,20.0,24.0,19,8,16.0,19,9.0,1.0,15.0,0,11.0,4,10,14.0,1.0,7.0,1,26,131,16.0,26.0,0.0,21.0,7.0,18.0,false
13.0,10.0,10.0,5,2.0,11.0,24.0,12,18.0,14.0,3,35,68,16.0,18.0,25.0,7.0,9.0,16,1,12.0,14,21.0,15.0,25.0,13,6.0,41,16,17.0,15.0,15.0,17,16,130,20.0,2.0,3.0,8.0,19.0,22.0,false
26.0,3.0,16.0,4,4.0,1.0,19.0,35,7.0,19.0,3,101,42,16.0,16.0,11.0,0.0,0.0,7,0,8.0,19,24.0,0.0,26.0,27,17.0,32,20,5.0,21.0,22.0,0,31,46,11.0,13.0,6.0,26.0,22.0,4.0,true
18.0,23.0,14.0,27,18.0,16.0,11.0,5,2.0,19.0,2,6,36,26.0,9.0,25.0,0.0,9.0,11,7,14.0,12,3.0,13.0,20.0,11,9.0,16,2,19.0,9.0,8.0,4,11,122,9.0,18.0,7.0,7.0,21.0,23.0,false
14.0,1.0,10.0,0,17.0,0.0,2.0,24,22.0,22.0,2,44,45,21.0,5.0,13.0,13.0,26.0,9,1,20.0,18,4.0,20.0,5.0,17,4.0,135,28,25.0,20.0,11.0,34,20,85,26.0,8.0,24.0,25.0,22.0,13.0,false
12.0,20.0,18.0,7,17.0,16.0,4.0,35,25.0,16.0,1,34,83,18.0,7.0,17.0,23.0,20.0,11,1,18.0,11,18.0,17.0,7.0,23,10.0,40,15,8.0,1.0,15.0,26,25,142,18.0,17.0,2.0,1.0,12.0,12.0,false
26.0,17.0,3.0,3,25.0,17.0,0.0,13,25.0,15.0,2,96,74,10.0,9.0,12.0,26.0,21.0,8,2,23.0,14,8.0,12.0,19.0,20,14.0,144,27,16.0,9.0,5.0,2,1,110,18.0,20.0,20.0,5.0,25.0,22.0,false
5.0,7.0,24.0,15,17.0,4.0,13.0,9,0.0,25.0,0,8,21,25.0,10.0,20.0,7.0,16.0,13,8,21.0,12,0.0,12.0,26.0,7,16.0,44,11,13.0,5.0,9.0,20,16,143,25.0,9.0,13.0,1.0,4.0,26.0,false
0.0,18.0,6.0,34,14.0,10.0,8.0,7,26.0,19.0,1,24,70,4.0,12.0,9.0,9.0,23.0,1,6,17.0,8,0.0,2.0,7.0,23,26.0,93,1,14.0,1.0,26.0,4,9,110,26.0,3.0,18.0,17.0,0.0,6.0,false
20.0,11.0,13.0,15,21.0,4.0,5.0,13,26.0,12.0,1,21,15,14.0,3.0,7.0,25.0,26.0,10,4,5.0,7,3.0,25.0,5.0,19,8.0,48,28,1.0,11.0,25.0,21,16,91,20.0,6.0,14.0,6.0,12.0,13.0,false
22.0,3.0,7.0,23,9.0,5.0,17.0,27,22.0,24.0,1,18,39,24.0,12.0,0.0,26.0,12.0,7,0,3.0,19,23.0,0.0,20.0,6,2.0,148,32,11.0,17.0,14.0,26,8,45,25.0,2.0,18.0,25.0,11.0,16.0,false
22.0,20.0,10.0,3,13.0,0.0,9.0,20,24.0,19.0,2,65,35,3.0,5.0,18.0,9.0,13.0,7,7,9.0,19,12.0,15.0,22.0,15,13.0,36,16,17.0,4.0,9.0,33,27,146,13.0,18.0,22.0,18.0,17.0,9.0,false
18.0,15.0,13.0,15,5.0,26.0,6.0,11,13.0,17.0,1,14,104,19.0,15.0,17.0,25.0,21.0,14,0,18.0,12,23.0,21.0,16.0,16,12.0,17,34,3.0,10.0,0.0,11,26,4,8.0,6.0,18.0,9.0,7.0,21.0,false
7.0,5.0,9.0,20,9.0,5.0,16.0,31,14.0,1.0,1,146,52,17.0,3.0,21.0,12.0,22.0,19,5,9.0,4,16.0,19.0,23.0,21,21.0,115,25,14.0,15.0,6.0,24,2,80,0.0,19.0,26.0,25.0,13.0,14.0,false
4.0,0.0,12.0,11,16.0,16.0,11.0,15,11.0,0.0,1,66,85,10.0,7.0,3.0,0.0,4.0,2,2,2.0,2,2.0,10.0,2.0,32,12.0,73,13,9.0,5.0,24.0,7,17,127,6.0,2.0,5.0,24.0,26.0,23.0,false
17.0,18.0,26.0,11,9.0,23.0,15.0,3,26.0,16.0,2,60,143,9.0,2.0,9.0,15.0,2.0,2,9,15.0,0,19.0,8.0,26.0,34,12.0,32,1,4.0,3.0,6.0,0,7,113,18.0,22.0,5.0,16.0,23.0,5.0,false
22.0,23.0,11.0,16,23.0,5.0,10.0,14,2.0,13.0,3,29,32,12.0,8.0,9.0,24.0,14.0,17,11,0.0,18,14.0,18.0,17.0,35,12.0,65,36,24.0,7.0,24.0,6,26,8,13.0,0.0,26.0,26.0,22.0,4.0,false
8.0,19.0,2.0,12,9.0,19.0,16.0,26,3.0,14.0,1,7,33,4.0,13.0,3.0,7.0,8.0,4,6,20.0,17,26.0,14.0,5.0,18,9.0,54,17,26.0,12.0,9.0,1,10,37,24.0,17.0,26.0,10.0,21.0,0.0,false
26.0,8.0,24.0,22,18.0,9.0,13.0,12,11.0,13.0,2,21,42,16.0,21.0,8.0,22.0,3.0,14,9,6.0,17,14.0,8.0,0.0,17,16.0,78,22,0.0,16.0,5.0,13,32,1,19.0,13.0,20.0,1.0,13.0,5.0,false
13.0,20.0,21.0,18,8.0,6.0,6.0,13,6.0,14.0,2,78,90,5.0,20.0,24.0,14.0,10.0,11,4,0.0,2,9.0,16.0,23.0,4,6.0,120,2,20.0,4.0,22.0,3,8,111,7.0,7.0,22.0,19.0,22.0,15.0,true
0.0,1.0,1.0,36,10.0,9.0,6.0,29,11.0,11.0,3,82,57,10.0,23.0,9.0,17.0,15.0,3,7,11.0,0,24.0,7.0,9.0,14,13.0,140,30,20.0,18.0,13.0,11,13,43,21.0,3.0,19.0,15.0,24.0,18.0,false
11.0,23.0,15.0,8,17.0,5.0,24.0,16,17.0,1.0,1,23,94,1.0,26.0,25.0,18.0,6.0,13,6,1.0,1,13.0,7.0,19.0,28,1.0,120,1,9.0,7.0,15.0,23,21,92,13.0,26.0,7.0,23.0,7.0,11.0,true
24.0,22.0,1.0,33,15.0,18.0,23.0,2,10.0,20.0,0,39,135,14.0,23.0,13.0,13.0,23.0,2,4,6.0,1,6.0,9.0,21.0,35,13.0,68,33,12.0,20.0,5.0,28,21,3,15.0,8.0,11.0,10.0,18.0,22.0,false
15.0,2.0,2.0,23,24.0,2.0,15.0,28,2.0,10.0,3,104,20,5.0,0.0,11.0,2.0,2.0,0,4,17.0,12,23.0,18.0,25.0,23,25.0,75,11,15.0,17.0,17.0,7,22,126,19.0,26.0,2.0,18.0,14.0,4.0,true
0.0,18.0,21.0,12,11.0,8.0,8.0,36,23.0,1.0,1,66,3,25.0,24.0,17.0,25.0,8.0,8,10,21.0,14,13.0,15.0,24.0,18,18.0,60,2,6.0,9.0,11.0,13,35,117,23.0,5.0,5.0,13.0,21.0,22.0,true
10.0,9.0,25.0,25,14.0,4.0,10.0,33,7.0,19.0,1,55,65,11.0,7.0,18.0,8.0,10.0,9,0,4.0,1,14.0,17.0,6.0,19,8.0,73,27,20.0,0.0,17.0,10,9,42,21.0,17.0,3.0,9.0,15.0,0.0,false
5.0,5.0,16.0,31,13.0,15.0,16.0,19,11.0,7.0,1,29,51,7.0,24.0,3.0,16.0,4.0,7,5,16.0,4,19.0,3.0,7.0,10,25.0,110,15,16.0,5.0,25.0,17,33,17,13.0,4.0,1.0,7.0,25.0,5.0,false
23.0,0.0,10.0,18,9.0,15.0,6.0,23,18.0,17.0,2,12,13,1.0,11.0,18.0,24.0,5.0,12,8,8.0,12,26.0,13.0,4.0,10,18.0,85,0,2.0,21.0,14.0,23,17,120,10.0,18.0,15.0,26.0,17.0,13.0,false
7.0,6.0,21.0,34,26.0,15.0,26.0,25,8.0,22.0,2,7,80,11.0,23.0,14.0,10.0,26.0,2,10,6.0,6,13.0,2.0,3.0,15,20.0,66,0,25.0,8.0,18.0,16,18,81,8.0,24.0,13.0,10.0,17.0,7.0,false
2.0,8.0,21.0,6,21.0,5.0,25.0,16,6.0,6.0,0,85,97,18.0,9.0,4.0,9.0,19.0,15,8,7.0,10,22.0,2.0,8.0,30,26.0,45,17,26.0,4.0,24.0,22,36,90,26.0,21.0,12.0,0.0,18.0,21.0,false
26.0,22.0,7.0,24,19.0,3.0,26.0,30,11.0,16.0,1,81,111,1.0,3.0,8.0,2.0,5.0,13,9,1.0,3,24.0,14.0,13.0,3,19.0,93,28,15.0,22.0,10.0,13,10,111,25.0,17.0,18.0,1.0,10.0,25.0,false
10.0,1.0,20.0,4,11.0,20.0,22.0,27,3.0,13.0,2,26,107,24.0,3.0,8.0,5.0,22.0,13,3,15.0,7,23.0,7.0,2.0,31,4.0,4,21,15.0,20.0,3.0,22,34,41,11.0,8.0,3.0,6.0,21.0,3.0,false
22.0,19.0,21.0,9,20.0,14.0,24.0,5,3.0,7.0,3,84,121,13.0,2.0,22.0,11.0,21.0,13,11,3.0,15,0.0,1.0,8.0,28,2.0,54,13,3.0,5.0,21.0,8,29,35,6.0,9.0,14.0,9.0,14.0,23.0,true
17.0,0.0,1.0,11,5.0,0.0,1.0,21,23.0,11.0,1,80,88,19.0,20.0,6.0,10.0,14.0,9,5,11.0,2,13.0,26.0,14.0,18,5.0,112,36,22.0,19.0,24.0,33,17,112,17.0,4.0,19.0,16.0,1.0,25.0,false
7.0,14.0,2.0,6,5.0,16.0,13.0,18,2.0,15.0,3,89,29,16.0,8.0,0.0,23.0,13.0,13,1,8.0,6,5.0,21.0,23.0,31,13.0,76,28,10.0,1.0,4.0,1,15,115,16.0,11.0,4.0,15.0,16.0,13.0,false
14.0,24.0,18.0,11,12.0,3.0,8.0,5,25.0,5.0,0,130,142,7.0,14.0,0.0,17.0,11.0,19,6,2.0,6,2.0,21.0,2.0,25,12.0,96,36,12.0,13.0,24.0,31,31,25,17.0,26.0,21.0,22.0,0.0,14.0,false
26.0,13.0,18.0,30,17.0,1.0,0.0,36,17.0,24.0,1,54,120,4.0,2.0,0.0,21.0,22.0,15,11,11.0,13,22.0,14.0,24.0,26,6.0,35,29,8.0,11.0,12.0,23,7,68,8.0,21.0,12.0,2.0,12.0,16.0,true
11.0,23.0,19.0,27,1.0,15.0,24.0,36,15.0,24.0,0,31,116,7.0,6.0,22.0,10.0,13.0,10,9,20.0,2,23.0,5.0,24.0,17,13.0,75,30,6.0,6.0,14.0,25,12,112,14.0,5.0,19.0,0.0,17.0,9.0,true
26.0,13.0,24.0,29,5.0,17.0,1.0,16,1.0,15.0,3,123,118,19.0,26.0,2.0,19.0,12.0,17,1,23.0,18,19.0,11.0,0.0,6,25.0,20,6,5.0,4.0,4.0,36,26,22,4.0,13.0,2.0,21.0,5.0,5.0,false
18.0,8.0,9.0,31,22.0,8.0,1.0,7,7.0,14.0,3,1,47,20.0,15.0,21.0,14.0,22.0,6,5,18.0,7,16.0,13.0,17.0,35,14.0,42,12,25.0,2.0,22.0,1,3,124,26.0,0.0,17.0,12.0,16.0,16.0,true
22.0,13.0,4.0,35,8.0,7.0,23.0,34,19.0,8.0,3,80,96,0.0,26.0,18.0,1.0,17.0,16,11,8.0,9,26.0,19.0,5.0,4,2.0,49,7,20.0,7.0,1.0,21,5,14,14.0,26.0,21.0,23.0,21.0,0.0,true
2.0,22.0,11.0,24,17.0,15.0,11.0,29,26.0,14.0,1,119,14,0.0,9.0,7.0,25.0,8.0,10,7,9.0,4,23.0,8.0,17.0,11,1.0,95,30,16.0,25.0,23.0,14,17,6,15.0,12.0,1.0,14.0,8.0,14.0,false
9.0,16.0,25.0,34,17.0,5.0,2.0,35,8.0,15.0,3,130,19,14.0,4.0,9.0,17.0,14.0,9,7,15.0,14,22.0,7.0,1.0,4,1.0,23,0,14.0,4.0,24.0,22,11,45,26.0,18.0,9.0,4.0,10.0,9.0,false
25.0,5.0,12.0,17,1.0,19.0,26.0,10,18.0,16.0,1,60,44,22.0,18.0,24.0,17.0,22.0,6,10,1.0,18,21.0,11.0,25.0,22,4.0,35,10,10.0,17.0,4.0,25,23,2,26.0,20.0,11.0,2.0,20.0,26.0,false
14.0,24.0,25.0,25,5.0,14.0,8.0,14,7.0,16.0,2,122,139,10.0,4.0,22.0,5.0,11.0,16,9,10.0,17,4.0,20.0,11.0,20,25.0,82,10,2.0,4.0,5.0,23,29,140,21.0,13.0,6.0,17.0,23.0,0.0,true
11.0,19.0,13.0,34,16.0,2.0,13.0,29,3.0,8.0,3,85,24,23.0,19.0,19.0,9.0,12.0,17,10,9.0,20,24.0,14.0,11.0,33,20.0,13,19,8.0,22.0,3.0,26,16,22,16.0,0.0,9.0,23.0,2.0,2.0,false
20.0,13.0,10.0,34,10.0,15.0,9.0,12,25.0,16.0,3,99,52,3.0,6.0,19.0,14.0,24.0,11,10,4.0,16,15.0,16.0,18.0,34,3.0,13,4,14.0,5.0,8.0,8,17,94,3.0,8.0,20.0,11.0,23.0,4.0,false
12.0,7.0,11.0,17,26.0,16.0,25.0,5,7.0,14.0,3,85,145,8.0,22.0,20.0,24.0,15.0,6,2,19.0,15,14.0,22.0,4.0,2,0.0,95,0,2.0,12.0,15.0,13,28,77,24.0,25.0,11.0,6.0,18.0,7.0,false
2.0,15.0,13.0,23,17.0,11.0,22.0,7,24.0,19.0,0,147,9,13.0,2.0,14.0,7.0,22.0,16,5,15.0,14,16.0,15.0,7.0,22,3.0,60,4,1.0,24.0,22.0,14,12,107,1.0,10.0,5.0,18.0,4.0,25.0,false
7.0,10.0,21.0,26,0.0,1.0,23.0,5,1.0,6.0,2,38,93,1.0,24.0,3.0,5.0,11.0,0,0,17.0,2,12.0,1.0,15.0,6,18.0,53,25,14.0,2.0,8.0,13,4,53,8.0,13.0,12.0,21.0,6.0,6.0,false
15.0,18.0,18.0,21,0.0,11.0,21.0,19,9.0,4.0,1,75,31,1.0,25.0,18.0,1.0,8.0,9,10,15.0,15,16.0,26.0,4.0,3,26.0,55,21,24.0,26.0,10.0,15,36,35,19.0,5.0,19.0,11.0,7.0,5.0,false
17.0,6.0,11.0,23,22.0,15.0,1.0,25,3.0,25.0,0,35,7,0.0,8.0,3.0,4.0,12.0,15,10,5.0,4,15.0,14.0,13.0,4,10.0,18,36,12.0,9.0,19.0,3,7,128,10.0,19.0,17.0,16.0,25.0,5.0,false
11.0,12.0,24.0,8,3.0,7.0,16.0,10,12.0,8.0,2,98,34,13.0,21.0,8.0,24.0,14.0,18,8,6.0,14,11.0,10.0,25.0,11,14.0,130,17,25.0,24.0,0.0,23,14,147,20.0,2.0,14.0,26.0,7.0,8.0,false
5.0,18.0,21.0,0,10.0,2.0,12.0,5,12.0,2.0,3,60,134,1.0,5.0,2.0,26.0,16.0,15,11,23.0,4,25.0,7.0,22.0,5,1.0,1,10,14.0,2.0,10.0,16,36,122,19.0,9.0,7.0,12.0,12.0,2.0,true
7.0,2.0,20.0,9,17.0,12.0,24.0,32,17.0,21.0,3,26,24,11.0,21.0,3.0,10.0,23.0,17,3,20.0,16,10.0,22.0,25.0,6,5.0,42,31,0.0,5.0,23.0,29,25,73,3.0,16.0,0.0,24.0,5.0,24.0,true
19.0,1.0,19.0,1,3.0,26.0,5.0,27,7.0,24.0,2,101,148,2.0,2.0,22.0,11.0,15.0,6,0,4.0,19,14.0,18.0,6.0,13,16.0,109,2,26.0,5.0,4.0,18,18,50,23.0,25.0,17.0,0.0,18.0,15.0,false
21.0,0.0,22.0,5,4.0,17.0,21.0,23,20.0,3.0,3,135,99,25.0,20.0,22.0,9.0,3.0,11,10,20.0,2,21.0,4.0,3.0,14,21.0,60,17,21.0,11.0,5.0,33,15,105,6.0,21.0,6.0,22.0,10.0,10.0,false
3.0,24.0,24.0,12,24.0,23.0,24.0,27,19.0,9.0,0,95,132,11.0,20.0,9.0,25.0,26.0,17,3,12.0,6,20.0,26.0,23.0,24,16.0,47,36,11.0,13.0,25.0,28,14,132,4.0,8.0,26.0,7.0,4.0,15.0,true
4.0,14.0,3.0,27,9.0,2.0,12.0,9,10.0,11.0,3,124,114,6.0,3.0,13.0,23.0,8.0,1,2,23.0,7,0.0,5.0,3.0,14,24.0,0,1,15.0,2.0,20.0,18,22,116,25.0,3.0,20.0,22.0,10.0,19.0,false
23.0,11.0,25.0,17,14.0,10.0,0.0,2,20.0,17.0,0,118,21,0.0,2.0,2.0,16.0,19.0,5,1,17.0,11,10.0,26.0,24.0,8,23.0,124,13,22.0,24.0,26.0,4,6,37,23.0,14.0,15.0,0.0,7.0,8.0,false
7.0,21.0,15.0,11,26.0,22.0,8.0,26,25.0,7.0,3,76,124,12.0,5.0,21.0,4.0,14.0,11,3,24.0,0,7.0,5.0,17.0,14,20.0,148,8,12.0,6.0,1.0,19,14,24,8.0,10.0,13.0,0.0,20.0,14.0,false
25.0,23.0,13.0,4,20.0,10.0,14.0,17,10.0,24.0,3,55,95,0.0,17.0,10.0,1.0,24.0,8,7,6.0,7,15.0,4.0,20.0,7,15.0,60,6,25.0,19.0,11.0,18,23,73,2.0,11.0,17.0,21.0,0.0,13.0,false
10.0,11.0,18.0,11,11.0,17.0,13.0,20,11.0,15.0,0,126,72,18.0,22.0,3.0,5.0,3.0,16,7,0.0,12,8.0,18.0,23.0,29,5.0,85,17,15.0,14.0,18.0,9,27,62,12.0,6.0,20.0,20.0,7.0,9.0,false
10.0,3.0,5.0,4,22.0,12.0,9.0,1,17.0,8.0,2,147,51,2.0,4.0,4.0,1.0,3.0,1,4,3.0,14,14.0,1.0,5.0,3,1.0,6,36,2.0,23.0,20.0,31,30,28,6.0,14.0,0.0,15.0,2.0,6.0,false
4.0,1.0,21.0,15,2.0,10.0,18.0,19,26.0,5.0,1,79,10,18.0,9.0,19.0,4.0,2.0,1,7,25.0,15,18.0,3.0,15.0,14,15.0,137,6,5.0,3.0,18.0,13,14,19,21.0,9.0,11.0,6.0,17.0,1.0,false
1.0,13.0,14.0,35,16.0,17.0,19.0,28,22.0,23.0,0,132,71,8.0,21.0,12.0,17.0,7.0,20,7,24.0,8,8.0,12.0,1.0,21,18.0,66,36,25.0,3.0,17.0,1,7,61,16.0,11.0,11.0,13.0,19.0,8.0,true
10.0,19.0,11.0,5,15.0,20.0,15.0,9,18.0,18.0,0,84,108,25.0,8.0,7.0,18.0,9.0,11,10,25.0,13,19.0,3.0,10.0,6,0.0,40,26,5.0,10.0,20.0,31,21,4,15.0,25.0,17.0,0.0,9.0,1.0,true
26.0,25.0,5.0,30,9.0,17.0,17.0,8,24.0,3.0,2,129,68,7.0,19.0,5.0,3.0,16.0,18,8,23.0,0,8.0,23.0,10.0,27,6.0,66,1,25.0,11.0,7.0,12,30,63,5.0,22.0,14.0,20.0,17.0,3.0,false
17.0,18.0,2.0,32,3.0,16.0,13.0,33,10.0,1.0,0,46,122,21.0,0.0,22.0,19.0,7.0,11,11,19.0,10,20.0,20.0,4.0,5,9.0,8,12,9.0,18.0,15.0,35,29,99,26.0,21.0,17.0,12.0,9.0,15.0,true
2.0,11.0,4.0,4,19.0,11.0,3.0,13,6.0,18.0,3,47,87,15.0,19.0,5.0,17.0,24.0,14,10,7.0,20,16.0,9.0,24.0,27,3.0,112,2,22.0,9.0,16.0,2,35,135,8.0,9.0,14.0,5.0,23.0,9.0,true
12.0,6.0,24.0,24,22.0,7.0,0.0,5,10.0,22.0,1,28,25,4.0,12.0,17.0,16.0,26.0,20,3,14.0,0,23.0,22.0,3.0,3,15.0,93,15,14.0,20.0,5.0,13,3,18,12.0,19.0,19.0,17.0,9.0,6.0,false
5.0,26.0,13.0,14,5.0,5.0,6.0,8,17.0,8.0,2,44,87,14.0,17.0,24.0,20.0,21.0,18,6,10.0,0,25.0,23.0,22.0,32,7.0,113,25,16.0,0.0,25.0,20,18,127,16.0,26.0,4.0,0.0,1.0,1.0,false
10.0,20.0,26.0,1,5.0,15.0,6.0,4,7.0,25.0,0,127,84,22.0,12.0,15.0,11.0,4.0,14,8,5.0,15,22.0,18.0,26.0,9,21.0,56,25,10.0,22.0,9.0,21,12,101,8.0,4.0,4.0,8.0,2.0,19.0,false
2.0,4.0,8.0,9,4.0,10.0,6.0,14,19.0,10.0,2,136,137,26.0,4.0,1.0,5.0,25.0,20,7,8.0,16,16.0,4.0,0.0,30,24.0,9,22,10.0,7.0,24.0,8,11,19,14.0,22.0,18.0,16.0,26.0,14.0,false
6.0,18.0,23.0,0,9.0,22.0,4.0,21,24.0,16.0,1,15,110,1.0,12.0,19.0,13.0,10.0,3,1,26.0,12,13.0,21.0,24.0,34,26.0,60,26,2.0,1.0,22.0,2,17,34,16.0,10.0,19.0,24.0,21.0,19.0,false
20.0,23.0,25.0,16,13.0,4.0,25.0,14,15.0,22.0,1,48,84,0.0,4.0,14.0,8.0,24.0,0,4,8.0,3,15.0,19.0,2.0,14,20.0,81,27,17.0,23.0,9.0,12,0,11,21.0,25.0,24.0,15.0,9.0,18.0,true
16.0,20.0,23.0,24,16.0,7.0,23.0,13,0.0,18.0,1,124,70,26.0,19.0,23.0,9.0,6.0,18,0,18.0,5,1.0,17.0,13.0,7,3.0,142,12,26.0,6.0,7.0,7,19,115,24.0,21.0,19.0,8.0,21.0,10.0,false
24.0,10.0,21.0,27,26.0,22.0,21.0,16,5.0,14.0,2,106,96,22.0,18.0,0.0,25.0,12.0,2,9,16.0,12,16.0,14.0,11.0,28,8.0,69,27,15.0,10.0,10.0,17,1,4,21.0,6.0,6.0,0.0,19.0,17.0,true
26.0,16.0,7.0,30,6.0,23.0,8.0,30,2.0,24.0,2,118,24,22.0,22.0,1.0,12.0,26.0,5,4,26.0,4,1.0,12.0,0.0,31,15.0,54,25,12.0,9.0,7.0,13,5,34,12.0,1.0,17.0,23.0,3.0,3.0,false
23.0,2.0,20.0,24,1.0,5.0,7.0,32,15.0,4.0,0,30,86,6.0,0.0,15.0,7.0,3.0,11,6,25.0,5,5.0,15.0,6.0,31,21.0,101,26,12.0,25.0,7.0,10,34,133,0.0,18.0,14.0,13.0,9.0,2.0,false
